x,y,cluster
47.9884198,7.8805538,1
47.9884413,7.8805829,1
47.9884483,7.8805226,1
47.9884533,7.8806177,1
47.9884458,7.8805665,1
47.9871537,7.8775988,1
47.9982725,7.852919,1
47.9760664,7.9194239,1
47.9055478,8.223163,1
48.0574273,8.5593472,1
48.2359384,8.6481763,1
48.417789,8.7342731,1
48.5142327,9.0625619,1
48.5403852,9.1485186,1
48.686405,9.1875348,1
48.6935859,9.1875915,1
48.6896113,9.1936349,1
48.6912899,9.1917704,1
48.6894299,9.1932052,1
41.3067518,2.0976238,1
41.3120858,2.0779213,1
41.3043329,2.0727284,3
41.3545991,2.1222349,3
41.36595544,2.13664755,1
41.3860186,2.1700736,1
41.3903832,2.1625836,1
41.3964182,2.1252823,1
41.396423,2.1253002,1
41.3964263,2.1253525,1
41.396434,2.1253708,1
41.3964505,2.1253656,1
41.3964336,2.125365,1
41.3959947,2.1260207,1
41.3755332,2.1488462,1
41.3770441,2.1516166,1
41.3770543,2.1511719,1
41.3771264,2.1511307,1
41.3770554,2.1511817,1
41.376219,2.1511445,1
41.375759,2.1492467,1
41.3595803,2.128153,1
41.3597016,2.1301246,3
41.3584596,2.1287013,1
41.3770986,2.1511513,1
41.3770756,2.1511459,1
41.3785839,2.1469164,1
41.3787379,2.1457797,3
41.3811994,2.1456368,3
41.3792181,2.146305,3
41.3787336,2.1457829,3
41.3787454,2.1457938,3
41.3787391,2.1457754,3
41.3787238,2.145765,3
41.3787318,2.1457802,3
41.3787302,2.1457727,3
41.3787498,2.1458038,3
41.3787253,2.1457857,3
41.3762233,2.1579707,1
41.3801437,2.1753238,1
41.3800231,2.1749981,1
41.3804585,2.1739552,1
41.38014,2.175175,1
41.3792585,2.1762182,1
41.3799512,2.1752521,1
41.3799254,2.1752641,1
41.3788719,2.1764294,1
41.3760198,2.1507807,1
41.3811028,2.1502163,1
41.3787467,2.1457913,3
41.3787542,2.1458112,3
41.3787443,2.1457882,3
41.3787408,2.1457857,3
41.3787481,2.145824,3
41.3787364,2.1457863,3
41.3787367,2.1458172,3
41.3787262,2.1457926,3
41.378765,2.1458135,3
41.3787565,2.1458018,3
41.3787553,2.1457975,3
41.3787438,2.1457942,3
41.3787292,2.1457595,3
41.378749,2.1457774,3
41.3787507,2.1458195,3
41.3787834,2.1458103,3
41.3787599,2.1458104,3
41.3787684,2.1458071,3
41.3759626,2.1578368,1
41.3860216,2.167912,1
41.3860456,2.1678629,1
41.3865813,2.1674455,1
41.3865715,2.1674594,1
41.3864137,2.1675266,1
41.3862523,2.1676649,1
41.3866699,2.1797933,1
41.3866419,2.1798485,1
41.3866866,2.1800732,1
41.3838555,2.1816792,1
41.3890875,2.1836115,1
41.3890349,2.1839691,1
41.3889013,2.1837389,1
41.3892639,2.1842033,1
41.389218,2.1841564,1
41.3891388,2.1835767,1
41.3908766,2.1812876,1
41.3930509,2.1818037,1
41.3913517,2.1799007,1
41.3865484,2.1674871,1
41.3821195,2.1666471,1
41.3863704,2.1675872,1
41.3863581,2.1676275,1
41.3860028,2.1678723,1
41.3887137,2.16381034,1
41.3936493,2.1601163,1
41.385875,2.1676817,1
41.3863952,2.1675921,1
41.3860254,2.1678958,1
41.3859953,2.1678076,1
41.386006,2.1678766,1
41.3862908,2.1676772,1
41.3860317,2.1678312,1
41.3860004,2.1678974,1
41.3859976,2.1678351,1
41.386254,2.1676855,1
41.3860743,2.1678261,1
41.3863567,2.1675897,1
41.3860104,2.1678664,1
41.3863965,2.1675851,1
41.3863902,2.1675479,1
41.3860062,2.1678587,1
41.3859933,2.1678633,1
41.3863782,2.1675434,1
41.3869784,2.1681822,1
41.3859831,2.1677807,1
41.3865576,2.1674182,1
41.3861198,2.1677902,1
41.3862752,2.1676836,1
41.3861019,2.1678045,1
41.3862769,2.1676855,1
41.3864628,2.1675437,1
41.3863274,2.1675963,1
41.3863087,2.1676396,1
41.3860716,2.1678442,1
41.3864438,2.1675452,1
41.3860371,2.1678666,1
41.3862944,2.1676565,1
41.3856626,2.1729526,1
41.385704,2.1730741,1
41.3854073,2.1731957,1
41.3839928,2.1711246,1
41.38206,2.1715554,1
41.3860446,2.1678702,1
41.3864195,2.1675376,1
41.3864099,2.1675898,1
41.3859915,2.167856,1
41.3865633,2.1674579,1
41.4117404,2.1501468,1
41.4088214,2.1530521,1
41.4087045,2.1521359,1
41.4088497,2.1539744,1
41.3778305,2.1668823,1
41.3718303,2.151209,1
41.3761687,2.157001,1
41.3696825,2.1532646,1
41.3720215,2.151667,1
41.3791315,2.1546313,1
41.3791135,2.1605179,1
41.3812939,2.1574744,1
41.3763793,2.1508768,1
41.3838652,2.1608127,1
41.386536,2.1674569,1
41.3865458,2.1674625,1
41.3859026,2.1677732,1
41.3862122,2.1681476,1
41.3802327,2.1746935,1
41.3802277,2.1747013,1
41.3802364,2.1746844,1
41.3802362,2.1746824,1
41.3837832,2.171219,1
41.3859875,2.1678736,1
41.3860368,2.1678615,1
41.385947,2.1678117,1
41.3859799,2.1678858,1
41.3860111,2.167874,1
41.3860213,2.1678698,1
41.3859812,2.1678656,1
41.3861134,2.1678387,1
41.3860313,2.1678107,1
41.385959,2.1678418,1
41.3860013,2.1678423,1
41.3860103,2.1678007,1
41.3865154,2.1675281,1
41.3823971,2.1662152,1
41.3859668,2.167801,1
41.3823582,2.1660526,1
41.3860496,2.1677936,1
41.3865407,2.1674402,1
41.3865458,2.1674573,1
41.3860451,2.1678653,1
41.3863417,2.1675554,1
41.3862653,2.1677254,1
41.3862601,2.167705,1
41.3858601,2.1678882,1
41.3777365,2.1913935,1
41.3771351,2.1905134,1
41.3736929,2.1902022,1
41.3778458,2.1916134,1
41.3736307,2.1901345,1
41.3783014,2.1874433,1
41.3863527,2.1756612,1
41.3862361,2.1676899,1
41.3860533,2.1678349,1
41.386233,2.167725,1
41.3860541,2.1678512,1
41.3865505,2.1674287,1
41.3865218,2.1674329,1
41.3865449,2.1674368,1
41.3865468,2.1674327,1
41.3888287,2.1693721,1
41.3865164,2.167445,1
41.3865278,2.1674467,1
41.3865429,2.1674325,1
41.3865045,2.1674393,1
41.3865184,2.1674304,1
41.3865141,2.1674273,1
41.3865141,2.1674211,1
41.3860467,2.1678549,1
41.3862807,2.167676,1
41.3860116,2.167829,1
41.3860072,2.1679066,1
41.386009,2.1678488,1
41.3859761,2.1678838,1
41.3859587,2.1678563,1
41.3859958,2.1678261,1
41.3863034,2.1675795,1
41.3865002,2.1675351,1
41.3864642,2.1675663,1
41.386983,2.1681868,1
41.3862739,2.1676803,1
41.3863118,2.1675993,1
41.3863308,2.1676022,1
41.3862724,2.1676586,1
41.386288,2.167621,1
41.3862752,2.1676414,1
41.3862459,2.1676872,1
41.3862379,2.1676359,1
41.3862626,2.1676876,1
41.3862431,2.1677614,1
41.3860834,2.1678095,1
41.3859829,2.1678489,1
41.3824144,2.1661886,1
41.3863458,2.1675662,1
41.3863979,2.167648,1
41.3862525,2.1676439,1
41.3862814,2.167653,1
41.3862581,2.1676248,1
41.3863814,2.1675915,1
41.3863282,2.1676054,1
41.3862064,2.1676983,1
41.386014,2.1677783,1
41.3864505,2.1675805,1
41.3862536,2.1676932,1
41.3859505,2.1678826,1
41.3864492,2.1674956,1
41.3814424,2.1599304,1
41.3799585,2.1581939,1
41.3799811,2.158282,1
41.3796296,2.1577209,1
41.3858339,2.1673045,1
41.3859787,2.1679175,1
41.3862134,2.1676577,1
41.3863481,2.1676113,1
41.3861794,2.1677949,1
41.3860251,2.1678726,1
41.3860004,2.167854,1
41.3863898,2.167608,1
41.3859948,2.167866,1
41.3859985,2.1678508,1
41.3862381,2.1676702,1
41.3862072,2.1677349,1
41.3872307,2.1689573,1
41.3816094,2.1728764,1
41.3824853,2.1721142,1
41.3864399,2.1675391,1
41.3859114,2.1657698,1
41.3830525,2.1707365,1
41.3859887,2.1679469,1
41.3864699,2.1673942,1
41.3865287,2.1674467,1
41.3865671,2.1674538,1
41.3863418,2.1675658,1
41.3862007,2.1676352,1
41.3864279,2.1675786,1
41.3863174,2.1675971,1
41.3860239,2.1678521,1
41.3859581,2.1677956,1
41.3862578,2.1676911,1
41.3859848,2.1677985,1
41.3862707,2.1676453,1
41.3862769,2.1676293,1
41.3862959,2.1676354,1
41.3862633,2.1677269,1
41.3862871,2.1676648,1
41.3862776,2.1676132,1
41.3863254,2.1676014,1
41.3862794,2.1676535,1
41.3863443,2.1675586,1
41.3864988,2.16748,1
41.3865535,2.1674431,1
41.386335,2.1675853,1
41.3860046,2.1678609,1
41.3865576,2.1673991,1
41.3865527,2.167427,1
41.3865696,2.1674282,1
41.3865607,2.167414,1
41.3865537,2.1674227,1
41.3863944,2.1674796,1
41.3865623,2.167438,1
41.3847759,2.1740645,1
41.3839656,2.1785923,1
41.3839311,2.1775369,1
41.3846221,2.1752406,1
41.3841221,2.173387,1
41.3824859,2.1738174,1
41.3833201,2.17519,1
41.3828638,2.1770275,1
41.3837978,2.1796277,1
41.3834626,2.1816778,1
41.3895376,2.1841327,1
41.390089,2.1818757,1
41.3900932,2.1724685,1
41.3912195,2.166509,1
41.3868326,2.1685344,1
41.3865132,2.1674633,1
41.3865005,2.1674577,1
41.3861955,2.1677496,1
41.3861741,2.1677472,1
41.3862856,2.1676588,1
41.3865427,2.1674433,1
41.3865208,2.1674569,1
41.3865481,2.1674547,1
41.3865645,2.1674253,1
41.3865288,2.1674599,1
41.3802229,2.1547776,1
41.3771471,2.151111,1
41.3771274,2.1517042,1
41.3770877,2.1516071,1
41.3771484,2.1511454,1
41.3771103,2.1507479,1
41.3771032,2.15071,1
41.3771035,2.1507101,1
41.3771169,2.1509707,1
41.3771439,2.1511261,1
41.3775419,2.1497252,1
41.3770699,2.151859,1
41.3771386,2.1511097,1
41.3771566,2.15113,1
41.3771168,2.1508227,1
41.3771094,2.1511604,1
41.3771476,2.1511306,1
41.3771084,2.1511033,1
41.3771171,2.1508035,1
41.3809793,2.1545717,1
41.3827359,2.1555174,1
41.3809203,2.1544305,1
41.3787991,2.1518176,1
41.3763312,2.1503155,1
41.3029568,2.0752217,3
41.2947605,2.0597215,1
41.3044211,2.0629379,1
44.8211643,20.2898206,1
44.8142628,20.463396,1
44.8142371,20.463395,1
44.8142597,20.4634413,1
44.8142553,20.4634126,1
44.8147632,20.4629939,1
44.8142567,20.4634362,1
44.8142458,20.4634232,1
44.8142425,20.463396,1
44.8176896,20.4640905,1
44.8204136,20.4634652,1
44.8142513,20.4634125,1
44.8142371,20.4633921,1
44.814209,20.4634006,1
44.7615833,19.5779042,1
43.8595184,18.4259447,1
43.859512,18.4258652,1
43.8595208,18.425898,1
43.8594718,18.4259659,1
43.8594591,18.4259616,1
43.8595343,18.4259077,1
43.8595286,18.4259094,1
43.8595216,18.4259443,1
43.8595327,18.425908,1
43.8595138,18.4259634,1
43.8595181,18.4259234,1
43.859502,18.4259534,1
43.8595203,18.425885,1
43.8595264,18.4258718,1
43.8585619,18.3974783,1
43.3457596,17.8116914,1
43.337605,17.8132777,1
43.3457469,17.8116299,1
43.3457592,17.8116752,1
43.3457908,17.8115063,1
43.3457677,17.8114806,1
43.3457548,17.8114726,1
43.3456864,17.8114795,1
43.3457264,17.8114599,1
43.0494048,17.4348518,1
43.5111015,16.4362152,1
43.5076948,16.434215,1
43.5109954,16.4363287,1
43.5111074,16.4362753,1
43.5111473,16.436337,1
43.5110921,16.4362526,1
43.5111082,16.4362504,1
43.511113,16.4361904,1
43.5111132,16.4361962,1
43.5111256,16.4361599,1
43.5111267,16.4361521,1
43.5111297,16.4361413,1
43.511093,16.4362368,1
43.5076999,16.4341957,1
43.5077013,16.434201,1
43.5111017,16.4362409,1
43.5111004,16.4361656,1
43.511184,16.4363305,1
43.5111368,16.4361425,1
43.5111198,16.4361526,1
43.5111182,16.4361553,1
43.5111277,16.4361242,1
43.504722,16.4435322,1
42.91172,17.6277803,1
42.9118892,17.627881,1
42.6610635,18.0853688,1
42.661302,18.085427,1
42.66109,18.0853503,1
42.6613866,18.0854715,1
42.6613043,18.0845563,1
42.6608449,18.0853275,1
42.4234482,18.7716196,1
42.4233194,18.7716159,1
42.4237727,18.771453,1
42.4234261,18.7716538,1
42.4234301,18.7716559,1
42.4233922,18.7715764,1
42.4234174,18.7716171,1
42.4233868,18.7716114,1
42.4233025,18.7716497,1
42.4234054,18.7716013,1
42.4234011,18.7716033,1
42.4233679,18.7716465,1
42.4234072,18.7715751,1
42.423295,18.7716171,1
42.4233443,18.7716019,1
42.4234302,18.771597,1
42.4237258,18.7714654,1
42.4237473,18.7714945,1
42.4234297,18.7715946,1
42.4234272,18.7716183,1
42.4233975,18.7716213,1
42.4234409,18.7716069,1
42.4234241,18.7715432,1
42.4234755,18.7716733,1
42.4234394,18.7715774,1
42.4234165,18.7717084,1
42.4233909,18.7716372,1
42.4244097,18.771216,1
42.4243761,18.7712519,1
42.4236628,18.7715013,1
42.423744,18.7715136,1
42.4237532,18.7714563,1
42.4234011,18.7715222,1
42.4234244,18.7716344,1
42.4234559,18.7716194,1
42.4234499,18.7715922,1
42.4234584,18.7716387,1
42.4234215,18.7715348,1
42.4234462,18.7715898,1
42.423446,18.7715791,1
42.4234614,18.771572,1
42.423423,18.7715916,1
42.4234442,18.7716101,1
42.4234365,18.7716226,1
42.4234394,18.7716088,1
42.4234294,18.7716161,1
42.423449,18.7716026,1
42.4234245,18.7716226,1
42.4234094,18.7716178,1
42.4234242,18.7716749,1
42.4234417,18.7715993,1
42.2082015,20.736022,1
42.2082233,20.7361144,1
42.2081913,20.7361949,1
42.2083089,20.7361563,1
42.2084254,20.7395629,1
42.2085278,20.7398015,1
42.209131,20.7407639,1
42.2090796,20.7407277,1
42.2086493,20.7411046,1
42.2086017,20.7398553,1
42.2085916,20.7399112,1
42.2081099,20.7360032,1
42.2082824,20.7361781,1
42.2081748,20.7361328,1
42.2082116,20.7361273,1
42.2081885,20.7360315,1
42.2082011,20.7359929,1
42.2081564,20.7361502,1
42.2085486,20.7399659,1
42.2081636,20.7360462,1
42.2084499,20.7396748,1
42.2096308,20.741421,1
42.208071,20.7360629,1
42.2083035,20.7361782,1
42.2081892,20.7360624,1
42.2082292,20.7360582,1
42.2086555,20.7412135,1
42.2081268,20.7360588,1
42.2081897,20.7361081,1
42.2082814,20.7360919,1
41.1143363,20.7987999,1
41.1143159,20.7986329,1
41.1143637,20.7989627,1
41.1143212,20.7990093,1
41.1143575,20.7990312,1
41.1143291,20.7988628,1
41.1143434,20.7989023,1
41.1143271,20.7987474,1
41.1143449,20.7987418,1
41.114326,20.7988869,1
41.1143406,20.7987976,1
41.1143603,20.79885,1
41.1143075,20.7987693,1
41.1142543,20.7989775,1
41.1110618,20.7902379,1
41.1110718,20.7901855,1
41.1110614,20.7902304,1
41.1142974,20.7989275,1
41.1142748,20.798711,1
41.1143281,20.7990851,1
41.1143143,20.7990369,1
41.1143509,20.7990645,1
41.1167919,20.7987553,1
41.1168088,20.7986566,1
41.1143546,20.7988819,1
41.1142957,20.798849,1
41.1142821,20.7988735,1
41.1143735,20.7989715,1
41.114341,20.7988283,1
41.11437,20.7988534,1
41.1142981,20.798845,1
41.1143046,20.7988554,1
41.1142578,20.7986747,1
41.1143058,20.7988175,1
40.7021955,19.9464309,1
40.7021939,19.9464281,1
40.7021938,19.9464287,1
40.7021952,19.9464297,1
40.7021942,19.9464287,1
40.7021956,19.9464309,1
40.7021937,19.9464286,1
40.7021815,19.9463338,1
40.7021803,19.946347,1
40.7021801,19.946316,1
40.7021817,19.9463267,1
40.7021796,19.9463533,1
40.7021938,19.9464288,1
40.7021943,19.9464313,1
40.7021954,19.9464308,1
40.7021947,19.9464318,1
40.7021939,19.9464281,1
40.702194,19.9464286,1
40.7021937,19.9464285,1
40.7021838,19.9462882,1
40.702194,19.9464287,1
40.7021792,19.9464004,1
40.7021939,19.9464291,1
40.702195,19.9464294,1
40.7021807,19.9463701,1
40.7021944,19.9464318,1
40.7039459,19.9533646,1
40.1878266,20.0793039,1
40.1878246,20.0793033,1
39.9111658,20.3618013,1
39.0400212,21.1200769,1
38.55833199,21.26011286,1
38.4890041,21.3400313,1
38.54147934,21.28409073,1
38.3747898,21.6339311,1
38.3747684,21.6339475,1
38.3747664,21.6339471,1
38.3747875,21.633931,1
38.1490189,22.3514213,1
37.921659,22.929848,1
37.96766891,23.72920298,1
37.9682968,23.729191,1
37.9686369,23.7317783,1
37.9688425,23.7375,1
37.9700731,23.7401936,1
37.9720792,23.733686,1
37.9758167,23.7356097,1
37.9755988,23.7346204,1
37.9763044,23.7287133,1
37.9762192,23.7267812,1
37.9765965,23.725825,1
37.9747424,23.7247172,1
37.9767907,23.7259763,1
37.9671963,23.7284495,1
37.9685356,23.727942,1
37.9688762,23.7281395,1
37.9701252,23.7285451,1
37.97175634,23.72589367,1
37.9720922,23.7289803,1
37.9667664,23.7278716,1
37.9713652,23.7236495,1
37.9758867,23.7241544,1
37.9772489,23.7231517,1
37.9704348,23.7198505,1
37.9743998,23.7196783,1
37.9693647,23.723635,1
37.9692997,23.7329933,1
37.967217,23.7284915,1
37.9672278,23.7284826,1
37.9672084,23.7284791,1
37.9672257,23.7284896,1
37.9672105,23.7284766,1
37.9672144,23.7284955,1
37.9672177,23.7284984,1
37.9671985,23.7284931,1
37.9672202,23.7285048,1
37.9672049,23.7285091,1
37.9672243,23.7284976,1
37.9672253,23.728485,1
37.9672111,23.7284896,1
37.967221,23.7285007,1
37.9672103,23.7284929,1
37.9672069,23.7285041,1
37.9672152,23.7284958,1
37.9672248,23.7284963,1
37.9672162,23.7284926,1
37.9672066,23.7284601,1
37.9672269,23.7285194,1
37.9672094,23.7284671,1
37.9672254,23.7285122,1
37.9672153,23.728503,1
37.9672182,23.7284817,1
37.9672119,23.7284703,1
37.9672151,23.7285058,1
37.9672276,23.7284712,1
37.9672066,23.728485,1
37.9672085,23.7285126,1
37.967212,23.7284926,1
37.9672353,23.728487,1
37.9892244,23.7315974,1
37.9892248,23.7315976,1
37.9672096,23.7285095,1
37.9671899,23.7285362,1
37.9671937,23.7284965,1
37.9686699,23.7282983,1
37.9672018,23.7284295,1
37.975692,23.7350702,1
37.9339894,23.9458449,1
37.9339127,23.9458047,1
37.9338137,23.945677,1
37.9336091,23.9460748,1
40.9823519,28.8157561,1
40.9764858,28.8170347,1
40.9793871,28.8187957,1
40.9804617,28.8205271,1
40.9847229,28.8316584,1
41.0016292,28.9491905,1
41.0402122,28.9886386,1
41.0434912,28.9853641,1
41.043476,28.9854186,1
41.0434942,28.9854595,1
41.0434919,28.9854461,1
41.0434802,28.9854388,1
41.0435091,28.9854399,1
41.0434961,28.9854361,1
41.0434906,28.9854487,1
41.0434756,28.9854608,1
41.0434814,28.9854376,1
41.0434895,28.9854492,1
41.0434828,28.9854564,1
41.0434709,28.9854475,1
41.0434824,28.9854347,1
41.0434738,28.9854505,1
41.0445078,28.9833129,1
41.0408216,28.9861539,1
41.0180136,28.9737683,1
41.0153984,28.9776273,1
41.0104814,28.9783142,1
41.0075069,28.9757444,1
41.0048513,28.9764,1
41.0072583,28.9759344,1
41.0097616,28.9691664,1
41.0091726,28.9658489,1
41.0063322,28.9737349,1
41.00884168,28.97890266,1
41.0116484,28.9834547,1
41.009595,28.9796847,1
41.0149629,29.0107621,1
41.0142474,29.0112146,1
41.021378,29.0066639,1
41.01947427,28.98448986,1
41.0265028,28.9796558,1
41.0317592,28.9895346,1
41.0424766,28.986451,1
41.0434868,28.9854188,1
41.0434911,28.9854249,1
41.0434611,28.9854577,1
41.0434904,28.9854606,1
41.0434891,28.985429,1
41.0434918,28.9854377,1
41.0435008,28.9854665,1
41.0434557,28.9854307,1
41.0434647,28.9854405,1
41.0434855,28.9854543,1
41.0444898,28.983313,1
41.0443787,28.9834663,1
41.0434748,28.9854478,1
41.0434907,28.9854195,1
41.0434833,28.9854078,1
41.0434801,28.9854482,1
41.0116712,28.9762222,1
41.0125778,28.9779906,1
41.0186129,28.9671795,1
41.0155939,28.9629004,1
41.0155953,28.9674191,1
41.0177551,28.9736552,1
41.0283964,28.9799294,1
41.0331646,28.9822531,1
41.0331927,28.9820406,1
41.0355254,28.9846805,1
41.0443896,28.9833868,1
41.0434759,28.9854451,1
41.0445557,28.9832855,1
41.0434777,28.9854357,1
41.0434946,28.9854346,1
41.0434538,28.9854238,1
41.0370046,28.9856981,1
41.0339668,28.9922683,1
41.03398473,28.99222008,1
41.0093777,28.9655192,1
41.009014,28.96825,1
41.0089915,28.9682677,1
41.0097674,28.954203,1
41.0403945,28.9838584,1
41.0388312,28.9841972,1
41.0387571,28.9841212,1
41.0432544,28.9854776,1
41.0434875,28.9854878,1
41.0434912,28.9854438,1
41.0434999,28.9854506,1
41.0435097,28.9853823,1
41.0434967,28.9854334,1
41.0435128,28.9854091,1
40.9776372,28.8238788,1
40.977637,28.8239259,1
48.3564169,11.7921547,1
48.3560128,11.7917104,1
48.3565285,11.7921831,1
48.3562848,11.7917104,1
48.355328,11.7917104,1
48.3571104,11.7913456,1
