x,y,cluster
49.6636426,17.9267558,1
49.559495,17.7181638,1
49.450555,17.4190687,1
49.9668788,16.4022121,1
50.0418467,15.3950116,1
50.1212466,14.99529,1
50.0877291,14.6606001,1
50.0834508,14.434048,1
50.0753431,14.4314492,1
50.0748335,14.444941,1
50.0767245,14.4541146,1
50.082104,14.4489598,1
50.0821686,14.4490064,1
50.0770296,14.4449532,1
50.0929545,14.3923636,1
50.0867216,14.3883489,1
50.0835411,14.3951477,1
50.0755166,14.424425,1
50.0747253,14.4438536,1
50.0748193,14.4449162,1
50.0747471,14.4448807,1
50.0747885,14.4449283,1
50.074818,14.4449218,1
50.0748166,14.4449259,1
50.0748114,14.4449142,1
50.0748023,14.4449007,1
50.0745157,14.44304,1
50.0746254,14.4446554,1
50.074801,14.4448882,1
50.0748243,14.444872,1
50.0748369,14.4449114,1
50.074773,14.4440281,1
50.0803944,14.4429016,1
50.0803509,14.44308,1
50.0803951,14.4429035,1
50.0803224,14.443103,1
50.0803374,14.4431043,1
50.0802476,14.4434606,1
50.0804328,14.4428781,1
50.080439,14.4428791,1
50.080377,14.4429536,1
50.080395,14.4429021,1
50.0803926,14.4428732,1
50.0804316,14.4428794,1
50.0803467,14.4430121,1
50.0804398,14.4428786,1
50.0804144,14.4429347,1
50.0802394,14.4444573,1
50.077279,14.4461238,1
50.0770266,14.4427029,1
50.0748296,14.4448816,1
50.0748137,14.4448947,1
50.0743392,14.4437995,1
50.0743728,14.4432601,1
50.0748505,14.4450099,1
50.0753372,14.4333542,1
50.1015078,14.4977957,1
50.0768288,14.7100146,1
50.1088254,14.9214424,1
50.0257615,15.2141985,1
49.9617593,15.298554,1
49.9675512,15.2771381,1
49.9620496,15.2882151,1
49.9597606,15.2904163,1
49.9598149,15.2888485,1
49.9482673,15.264785,1
49.9487304,15.2619396,1
49.9373516,15.2659212,1
49.9487304,15.2619396,1
49.9495698,15.2616676,1
49.9495804,15.268461,1
49.9488707,15.2801565,1
49.9705236,15.3103109,1
50.0280826,15.2108136,1
50.0250402,15.2089936,1
50.0713611,14.8375136,1
50.085036,14.5703343,1
50.0849244,14.4370112,1
50.0823119,14.4483479,1
50.0812002,14.4511362,1
50.0817268,14.4520952,1
50.0754659,14.4506584,1
50.0748771,14.4449906,1
50.0748328,14.4449038,1
50.0748441,14.4449497,1
50.0747991,14.4449386,1
50.0748568,14.4449527,1
50.0749316,14.4450004,1
50.0774726,14.4395288,1
50.0804067,14.4288721,1
50.0871494,14.4210324,1
50.0908449,14.4254652,1
50.0903387,14.4165733,1
50.094667,14.4086255,1
50.0892905,14.4071386,1
50.0870367,14.4073903,1
50.0871087,14.4151366,1
50.0748692,14.4450231,1
50.0744816,14.4383738,1
50.0644528,14.4421784,1
50.064484,14.4421166,1
50.0644839,14.4421629,1
50.0645209,14.4421915,1
50.0639021,14.4419381,1
50.067519,14.4396416,1
50.0664128,14.4412063,1
50.0642105,14.4415854,1
50.0642115,14.4415858,1
50.0642102,14.4415854,1
50.0770238,14.443409,1
50.0826897,14.4474506,1
50.0808333,14.4507104,1
50.0770732,14.4487279,1
50.0747427,14.4448508,1
50.0749134,14.4449915,1
50.0748236,14.4449247,1
50.0748338,14.4449262,1
50.0809836,14.4075013,1
50.0861426,14.4041336,1
50.0783772,14.4040638,1
50.0712999,14.4043736,1
50.0524104,14.2921832,1
49.9711561,14.1036316,1
49.7863143,13.7184234,1
49.6986203,13.4232197,1
49.71359644,13.14887376,1
49.7081671,13.045332,1
49.66003641,12.55782719,1
49.3986061,11.8477583,1
49.4080691,11.2899446,1
49.3099178,10.9893089,1
49.2602204,10.5479229,1
49.16301872,9.37027094,1
49.157873,9.3457177,1
48.8263821,9.1708848,1
48.7836398,9.1805917,1
48.7858451,9.1879941,1
48.6936721,9.4128045,1
48.5563514,9.2734723,1
48.528449,9.1404883,1
48.5182699,9.0580234,1
48.5228607,9.0549229,1
48.5228169,9.0549868,1
48.5228144,9.0549957,1
48.5228061,9.0549144,1
48.5227862,9.0551127,1
48.5227451,9.0549531,1
48.5227749,9.054864,1
48.5227263,9.0550239,1
48.5228211,9.0549615,1
48.5227947,9.0548568,1
48.5228094,9.0548688,1
48.5228121,9.0548662,1
48.5227953,9.0548425,1
48.5227946,9.0548533,1
48.5228565,9.0548493,1
48.5228155,9.054863,1
48.5228494,9.0549143,1
48.5227956,9.0548521,1
48.5228022,9.0548682,1
48.5228203,9.0550253,1
48.5228587,9.0550944,1
48.5203773,9.0558252,1
48.5220967,9.0570606,1
48.5236203,9.054754,1
48.5228305,9.0549427,1
48.52284,9.0549641,1
48.5228046,9.0548718,1
48.5228095,9.054869,1
48.5227947,9.0548606,1
48.5227297,9.0551674,1
48.5228481,9.0549328,1
48.5228828,9.0549506,1
48.5228336,9.0550162,1
48.5228405,9.0549887,1
48.5228012,9.0550126,1
48.5228354,9.0549996,1
48.5229001,9.0550918,1
48.5228153,9.0548848,1
48.5228108,9.0549703,1
48.5227999,9.0549754,1
48.5228146,9.054844,1
48.522815,9.0548372,1
48.5228105,9.0548582,1
48.5228045,9.0548104,1
48.5228141,9.0548628,1
48.5228044,9.0548106,1
48.5228185,9.0548515,1
48.522802,9.0548713,1
48.5228057,9.0548671,1
48.5228089,9.0548548,1
48.5228091,9.0548632,1
48.5228145,9.054862,1
48.5224294,9.0558075,1
48.5191539,9.0575693,1
48.5166995,9.0466144,1
48.5120707,9.0412058,1
48.5108843,9.0418404,1
48.5093534,9.0359388,1
48.5152416,9.0430398,1
48.5205663,9.0495965,1
48.5215595,9.0578074,1
48.5219428,9.0587136,1
48.5222479,9.0505798,1
48.523922,9.0469881,1
48.5251118,9.0511138,1
48.5235745,9.0546606,1
48.5228271,9.0548593,1
48.5228923,9.0548834,1
48.522917,9.0550532,1
48.5228082,9.0548,1
48.5228798,9.0551196,1
48.5228623,9.0550666,1
48.5228503,9.0549874,1
48.522846,9.0548878,1
48.5228334,9.0548939,1
48.5228309,9.0548892,1
48.5228325,9.0548884,1
48.5228426,9.0548879,1
48.5228451,9.0548831,1
48.5228437,9.0548582,1
48.5228018,9.0548121,1
48.522848,9.0548761,1
48.5228739,9.0549088,1
48.5228988,9.054884,1
48.5228777,9.0548668,1
48.5228468,9.0548813,1
48.5228808,9.0549445,1
48.5228747,9.0549562,1
48.5219023,9.0551219,1
48.5186292,9.051883,1
48.5194611,9.0501614,1
48.5221805,9.0548789,1
48.522878,9.0549234,1
48.5285424,9.0637682,1
48.5611809,9.0596721,1
48.56106756,9.05980557,1
48.5744624,9.0664553,1
48.5264356,9.0893672,1
48.5116159,9.0743852,1
48.5095063,9.0773955,1
48.5153897,9.0605276,1
48.5228484,9.0549141,1
48.522864,9.055037,1
48.52284,9.0550928,1
48.5228574,9.0550444,1
48.5228218,9.054912,1
48.519613,9.0579454,1
48.5191796,9.0587607,1
48.5184719,9.0587324,1
48.5203363,9.0558655,1
48.5229367,9.0552437,1
48.5239272,9.0567124,1
48.5228782,9.0548703,1
48.5228477,9.0548946,1
48.5228083,9.0548569,1
48.5228718,9.0548597,1
48.5228127,9.0548515,1
48.5228125,9.0548514,1
48.5228476,9.0548813,1
48.5228447,9.0548784,1
48.5228958,9.0548728,1
48.5228365,9.0548506,1
48.5228273,9.0548789,1
48.5228195,9.054848,1
48.5228417,9.0549006,1
48.5228313,9.054892,1
48.5228543,9.0548837,1
48.5228336,9.0548637,1
48.5138995,9.0654466,1
48.4726587,8.9351167,1
48.4422417,8.6921915,1
48.4800011,8.7286457,1
48.4543662,8.5463394,1
48.4458391,8.4314088,1
48.3431884,8.3979525,1
48.2906436,8.2701902,1
48.2829401,8.1996304,1
48.3890293,8.0213421,1
48.4752249,7.9468866,1
48.3808755,7.8632248,1
48.2334509,7.7536459,1
47.9957162,7.8444118,1
47.9935432,7.8527164,1
47.9935439,7.8527385,1
47.9885517,7.8644098,1
47.9883671,7.8804731,1
47.9883905,7.8805439,1
47.9884375,7.8806024,1
47.988432,7.8806266,1
47.9884315,7.8805169,1
47.9884292,7.8805616,1
47.988427,7.8806556,1
47.9920425,7.8544397,1
47.9948691,7.8507003,1
47.9945573,7.8481906,1
47.9925553,7.854316,1
47.9906151,7.8546336,1
47.9883729,7.8806044,1
47.9883335,7.8806044,1
47.9856227,7.8902617,1
47.9880476,7.8806876,1
47.9883855,7.8805837,1
47.9910929,7.8770788,1
47.9905803,7.8691108,1
47.991373,7.8575599,1
47.993567,7.8538216,1
47.9955254,7.8517852,1
47.9955862,7.8520232,1
47.9973129,7.8465994,1
47.9931314,7.8481262,1
47.9909605,7.8477566,1
47.992095,7.8557958,1
47.989375,7.8588021,1
47.9883655,7.8806175,1
47.9884841,7.8806016,1
47.988421,7.8805784,1
47.9870949,7.8797315,1
47.993643,7.853873,1
47.9973748,7.8495198,1
47.9974077,7.8426919,1
47.9992777,7.8392143,1
47.9989639,7.8398483,1
47.9990434,7.839931,1
47.9990444,7.8400629,1
47.9991186,7.8400402,1
47.9958287,7.8433368,1
47.9930027,7.854081,1
